host_name,Datetime,CPU Utilization,Disk Read Operations,Disk Write Operations,Network Packets Recieved,Network Packets Sent,Raw Disk Read Utilization,Raw Disk Write Utilization,Raw Net Recieved Utilization,Raw Net Sent Utilization
7095824396664797056,2017-07-23 13:50:00,1.01404594714,0.0,10.4,93.8,3.6,0.0,73728.0,9121.6,767.2
7095824396664797056,2017-07-23 13:55:00,1.01238880519,0.0,11.2,92.8,5.25,0.0,80860.4,9455.8,1022.0
7095824396664797056,2017-07-23 14:00:00,1.04000009479,0.0,13.0,90.6,3.2,0.0,103459.6,9148.4,749.6
7095824396664797056,2017-07-23 14:05:00,1.01194263735,0.0,10.2,91.2,2.2,0.0,73727.8,9325.0,568.2
7095824396664797056,2017-07-23 14:10:00,1.01472392987,0.0,11.0,91.8,5.0,0.0,78042.2,9096.2,1185.0
7095824396664797056,2017-07-23 14:15:00,1.01422404108,0.0,11.0,90.0,3.6,0.0,78741.6,9226.8,997.8
7095824396664797056,2017-07-23 14:20:00,1.01227860656,0.0,12.2,91.2,4.4,0.0,86759.2,9400.0,1021.2
7095824396664797056,2017-07-23 14:25:00,1.01283081253,0.0,9.8,90.8,3.4,0.0,74623.0,8988.6,732.0
7095824396664797056,2017-07-23 14:30:00,1.04072121121,0.0,11.2,92.2,2.2,0.0,73772.4,9305.4,527.0
7095824396664797056,2017-07-23 14:35:00,1.01239075971,0.0,10.0,91.4,2.8,0.0,74645.2,9181.8,732.0
7095824396664797056,2017-07-23 14:40:00,1.0140513096,0.0,11.4,93.4,4.6,0.0,76906.8,9356.8,1201.2
7095824396664797056,2017-07-23 14:45:00,1.01300339196,0.0,10.4,92.2,4.6,0.0,76283.8,9364.0,1205.4
7095824396664797056,2017-07-23 14:50:00,1.01277593252,0.0,10.4,91.75,2.2,0.0,72570.2,9204.8,527.0
7095824396664797056,2017-07-23 14:55:00,1.04111468319,0.0,10.0,90.2,4.0,0.0,74066.4,9038.2,784.8
7095824396664797056,2017-07-23 15:00:00,1.01266665623,0.0,10.6,89.2,2.2,0.0,72811.0,9039.6,527.0
7095824396664797056,2017-07-23 15:05:00,1.01316402821,0.0,10.6,90.8,2.8,0.0,76982.6,9058.8,732.0
7095824396664797056,2017-07-23 15:10:00,1.01483067567,0.0,10.4,90.4,2.2,0.0,78883.4,9145.0,527.0
